Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Rainfall,Temperature,Humidity
Onion,2009,Rabi,uttar pradesh,10494.0,180225,585.8,1635175.08,1783.98,16.93323944,1.39,18.54,53.022000000000006
Onion,2009,Summer,uttar pradesh,12686.0,176246,585.8,1976732.52,2156.62,13.71826087,1.27,33.370000000000005,23.305
Peas & beans (Pulses),2009,Rabi,uttar pradesh,312009.0,400401,585.8,48617242.38,53041.53,1.235362319,1.39,18.54,53.022000000000006
Potato,2009,Rabi,uttar pradesh,540797.0,13447272,585.8,84266988.54,91935.49,24.02859155,1.39,18.54,53.022000000000006
Rapeseed &Mustard,2009,Rabi,uttar pradesh,613276.0,682489,585.8,95560666.32,104256.92,1.01028169,1.39,18.54,53.022000000000006
Rice,2009,Kharif,uttar pradesh,5148046.0,10714990,585.8,802168527.7,875167.82,2.00971831,29.689999999999998,29.880000000000003,66.082
Rice,2009,Summer,uttar pradesh,24695.0,61514,585.8,3847974.9,4198.15,2.13,1.27,33.370000000000005,23.305
Sannhamp,2009,Kharif,uttar pradesh,1813.0,334,585.8,282501.66,308.21,0.1790625,29.689999999999998,29.880000000000003,66.082
Sesamum,2009,Kharif,uttar pradesh,331799.0,34504,585.8,51700920.18,56405.83,0.118360656,29.689999999999998,29.880000000000003,66.082
Small millets,2009,Kharif,uttar pradesh,6951.0,3540,585.8,1083104.82,1181.67,0.530416667,29.689999999999998,29.880000000000003,66.082
Soyabean,2009,Kharif,uttar pradesh,7169.0,7563,585.8,1117073.58,1218.73,1.046666667,29.689999999999998,29.880000000000003,66.082
Sugarcane,2009,Kharif,uttar pradesh,1977324.0,117139919,585.8,308106625.7,336145.08,50.34633803,29.689999999999998,29.880000000000003,66.082
Sunflower,2009,Summer,uttar pradesh,7093.0,15597,585.8,1105231.26,1205.81,2.1215,1.27,33.370000000000005,23.305
Sweet potato,2009,Kharif,uttar pradesh,16758.0,227909,585.8,2611231.56,2848.86,13.61098592,29.689999999999998,29.880000000000003,66.082
Tobacco,2009,Rabi,uttar pradesh,22861.0,130652,585.8,3562201.02,3886.37,5.665,1.39,18.54,53.022000000000006
Tobacco,2009,Summer,uttar pradesh,534.0,2283,585.8,83207.88,90.78,4.23,1.27,33.370000000000005,23.305
Turmeric,2009,Rabi,uttar pradesh,1315.0,4346,585.8,204903.3,223.55,3.282972973,1.39,18.54,53.022000000000006
Urad,2009,Kharif,uttar pradesh,501548.0,191479,585.8,78151209.36,85263.16,0.457746479,29.689999999999998,29.880000000000003,66.082
Urad,2009,Summer,uttar pradesh,51359.0,31837,585.8,8002759.38,8731.03,0.678166667,1.27,33.370000000000005,23.305
Wheat,2009,Rabi,uttar pradesh,9668152.0,27518022,585.8,1506491445.0,1643585.84,2.80915493,1.39,18.54,53.022000000000006
Arhar/Tur,2009,Rabi,west bengal,755.0,582,1317.2,117644.1,128.35,0.841,2.0,21.016,62.818000000000005
Bajra,2009,Kharif,west bengal,53.0,23,1317.2,8258.46,9.01,0.755,39.29,27.994,84.676
Barley,2009,Rabi,west bengal,1749.0,2352,1317.2,272529.18,297.33,1.45,2.0,21.016,62.818000000000005
Castor seed,2009,Kharif,west bengal,60.0,35,1317.2,9349.2,10.2,0.58,39.29,27.994,84.676
Cotton(lint),2009,Kharif,west bengal,1289.0,3262,1317.2,200851.98,219.13,1.764,39.29,27.994,84.676
Gram,2009,Rabi,west bengal,21766.0,24150,1317.2,3391578.12,3700.22,1.025,2.0,21.016,62.818000000000005
Groundnut,2009,Rabi,west bengal,13462.0,23927,1317.2,2097648.84,2288.54,1.616666667,2.0,21.016,62.818000000000005
Groundnut,2009,Summer,west bengal,50306.0,87205,1317.2,7838680.92,8552.02,1.530555556,7.91,31.599999999999998,57.155
Horse-gram,2009,Rabi,west bengal,1863.0,935,1317.2,290292.66,316.71,0.555,2.0,21.016,62.818000000000005
Jowar,2009,Kharif,west bengal,1479.0,632,1317.2,230457.78,251.43,0.455,39.29,27.994,84.676
Jute,2009,Kharif,west bengal,614365.0,9324967,1317.2,95730354.3,104442.05,14.996875,39.29,27.994,84.676
Khesari,2009,Rabi,west bengal,28127.0,19661,1317.2,4382749.14,4781.59,0.761875,2.0,21.016,62.818000000000005
Linseed,2009,Rabi,west bengal,4715.0,1391,1317.2,734691.3,801.55,0.300714286,2.0,21.016,62.818000000000005
Maize,2009,Rabi,west bengal,23585.0,132526,1317.2,3675014.7,4009.45,3.632727273,2.0,21.016,62.818000000000005
Maize,2009,Summer,west bengal,37801.0,173394,1317.2,5890151.82,6426.17,2.912352941,7.91,31.599999999999998,57.155
Masoor,2009,Rabi,west bengal,51698.0,47123,1317.2,8055582.36,8788.66,0.733529412,2.0,21.016,62.818000000000005
Mesta,2009,Kharif,west bengal,5358.0,75069,1317.2,834883.56,910.86,11.27,39.29,27.994,84.676
Moong(Green Gram),2009,Kharif,west bengal,2055.0,1718,1317.2,320210.1,349.35,0.652222222,39.29,27.994,84.676
Moong(Green Gram),2009,Rabi,west bengal,1677.0,1097,1317.2,261310.14,285.09,0.682727273,2.0,21.016,62.818000000000005
Moong(Green Gram),2009,Summer,west bengal,13055.0,6443,1317.2,2034230.1,2219.35,0.560666667,7.91,31.599999999999998,57.155
Niger seed,2009,Kharif,west bengal,3658.0,2402,1317.2,569989.56,621.86,0.527142857,39.29,27.994,84.676
Other Kharif pulses,2009,Kharif,west bengal,591.0,237,1317.2,92089.62,100.47,0.42,39.29,27.994,84.676
Peas & beans (Pulses),2009,Rabi,west bengal,9391.0,11761,1317.2,1463305.62,1596.47,1.160666667,2.0,21.016,62.818000000000005
Potato,2009,Rabi,west bengal,384451.0,13807997,1317.2,59905154.82,65356.67,31.58888889,2.0,21.016,62.818000000000005
Potato,2009,Summer,west bengal,2430.0,30132,1317.2,378642.6,413.1,12.4,7.91,31.599999999999998,57.155
Rapeseed &Mustard,2009,Rabi,west bengal,410318.0,442950,1317.2,63935750.76,69754.06,0.937777778,2.0,21.016,62.818000000000005
Rice,2009,Summer,west bengal,1429703.0,4275871,1317.2,222776321.5,243049.51,2.79,7.91,31.599999999999998,57.155
Safflower,2009,Rabi,west bengal,590.0,540,1317.2,91933.8,100.3,0.763333333,2.0,21.016,62.818000000000005
Sannhamp,2009,Kharif,west bengal,835.0,4688,1317.2,130109.7,141.95,5.38375,39.29,27.994,84.676
Sesamum,2009,Summer,west bengal,183553.0,151740,1317.2,28601228.46,31204.01,0.804705882,7.91,31.599999999999998,57.155
Small millets,2009,Kharif,west bengal,1194.0,1000,1317.2,186049.08,202.98,0.7325,39.29,27.994,84.676
Small millets,2009,Rabi,west bengal,520.0,830,1317.2,81026.4,88.4,1.6,2.0,21.016,62.818000000000005
Soyabean,2009,Kharif,west bengal,551.0,332,1317.2,85856.82,93.67,0.64,39.29,27.994,84.676
Sunflower,2009,Kharif,west bengal,10780.0,13021,1317.2,1679739.6,1832.6,1.233125,39.29,27.994,84.676
Urad,2009,Kharif,west bengal,43007.0,30072,1317.2,6701350.74,7311.19,0.579375,39.29,27.994,84.676
Urad,2009,Rabi,west bengal,7009.0,5558,1317.2,1092142.38,1191.53,0.75,2.0,21.016,62.818000000000005
Wheat,2009,Rabi,west bengal,315888.0,846657,1317.2,49221668.16,53700.96,2.401764706,2.0,21.016,62.818000000000005
Cowpea(Lobia),2009,Kharif,madhya pradesh,2992.0,1071,904.1,466213.44,508.64,0.331785714,36.699999999999996,27.672000000000004,72.22999999999999
Cowpea(Lobia),2009,Rabi,madhya pradesh,680.0,231,904.1,105957.6,115.6,0.349545455,4.39,21.572,48.492000000000004
Horse-gram,2009,Kharif,madhya pradesh,22133.0,6708,904.1,3448764.06,3762.61,0.3075,36.699999999999996,27.672000000000004,72.22999999999999
Horse-gram,2009,Rabi,madhya pradesh,171.0,56,904.1,26645.22,29.07,0.3325,4.39,21.572,48.492000000000004
Jowar,2009,Kharif,madhya pradesh,452428.0,584989,904.1,70497330.96,76912.76,1.3486,36.699999999999996,27.672000000000004,72.22999999999999
Jowar,2009,Rabi,madhya pradesh,3624.0,4686,904.1,564691.68,616.08,1.727142857,4.39,21.572,48.492000000000004
Moong(Green Gram),2009,Kharif,madhya pradesh,73809.0,23862,904.1,11500918.38,12547.53,0.345306122,36.699999999999996,27.672000000000004,72.22999999999999
Moong(Green Gram),2009,Rabi,madhya pradesh,2534.0,652,904.1,394847.88,430.78,0.303793103,4.39,21.572,48.492000000000004
Small millets,2009,Kharif,madhya pradesh,268521.0,73804,904.1,41840942.22,45648.57,0.282424242,36.699999999999996,27.672000000000004,72.22999999999999
Small millets,2009,Rabi,madhya pradesh,595.0,201,904.1,92712.9,101.15,0.500666667,4.39,21.572,48.492000000000004
Urad,2009,Kharif,madhya pradesh,568158.0,213136,904.1,88530379.56,96586.86,0.351,36.699999999999996,27.672000000000004,72.22999999999999
Urad,2009,Rabi,madhya pradesh,4882.0,1945,904.1,760713.24,829.94,0.220833333,4.39,21.572,48.492000000000004
Arhar/Tur,2010,Kharif,bihar,25503.0,39439,629.2,4236303.33,6120.72,1.487894737,22.47,30.064,69.01
Bajra,2010,Kharif,bihar,4851.0,5424,629.2,805799.61,1164.24,0.995,22.47,30.064,69.01
Barley,2010,Rabi,bihar,11822.0,15686,629.2,1963752.42,2837.28,1.252580645,0.76,20.54,46.715999999999994
Castor seed,2010,Kharif,bihar,173.0,166,629.2,28737.03,41.52,0.98,22.47,30.064,69.01
Gram,2010,Rabi,bihar,56895.0,59384,629.2,9450828.45,13654.8,0.956666667,0.76,20.54,46.715999999999994
Groundnut,2010,Kharif,bihar,362.0,371,629.2,60131.82,86.88,1.015714286,22.47,30.064,69.01
Horse-gram,2010,Kharif,bihar,9870.0,9318,629.2,1639505.7,2368.8,0.938888889,22.47,30.064,69.01
Jowar,2010,Kharif,bihar,3082.0,3266,629.2,511951.02,739.68,1.034444444,22.47,30.064,69.01
Jute,2010,Kharif,bihar,127686.0,1164594,629.2,21209921.46,30644.64,9.54,22.47,30.064,69.01
Khesari,2010,Rabi,bihar,74372.0,73175,629.2,12353932.92,17849.28,0.897297297,0.76,20.54,46.715999999999994
Linseed,2010,Rabi,bihar,23012.0,18823,629.2,3822523.32,5522.88,0.820540541,0.76,20.54,46.715999999999994
Maize,2010,Rabi,bihar,237723.0,922285,629.2,39488167.53,57053.52,3.635882353,0.76,20.54,46.715999999999994
Maize,2010,Summer,bihar,181513.0,717393,629.2,30151124.43,43563.12,3.725135135,1.58,34.435,28.455
Masoor,2010,Rabi,bihar,172692.0,162224,629.2,28685868.12,41446.08,0.843947368,0.76,20.54,46.715999999999994
Mesta,2010,Kharif,bihar,17165.0,144822,629.2,2851278.15,4119.6,10.24086957,22.47,30.064,69.01
Moong(Green Gram),2010,Kharif,bihar,9298.0,6080,629.2,1544490.78,2231.52,0.66375,22.47,30.064,69.01
Moong(Green Gram),2010,Summer,bihar,150720.0,81259,629.2,25036099.2,36172.8,0.656571429,1.58,34.435,28.455
Other  Rabi pulses,2010,Rabi,bihar,2174.0,1615,629.2,361123.14,521.76,0.753,0.76,20.54,46.715999999999994
Other Kharif pulses,2010,Kharif,bihar,2454.0,1717,629.2,407633.94,588.96,0.734,22.47,30.064,69.01
Peas & beans (Pulses),2010,Rabi,bihar,19150.0,19822,629.2,3181006.5,4596.0,1.032894737,0.76,20.54,46.715999999999994
Ragi,2010,Kharif,bihar,9014.0,8853,629.2,1497315.54,2163.36,1.07,22.47,30.064,69.01
Rapeseed &Mustard,2010,Rabi,bihar,86378.0,95817,629.2,14348249.58,20730.72,1.101842105,0.76,20.54,46.715999999999994
Rice,2010,Summer,bihar,84465.0,163031,629.2,14030481.15,20271.6,1.827916667,1.58,34.435,28.455
Safflower,2010,Kharif,bihar,70.0,56,629.2,11627.7,16.8,0.795,22.47,30.064,69.01
Sesamum,2010,Kharif,bihar,2558.0,2015,629.2,424909.38,613.92,0.7825,22.47,30.064,69.01
Small millets,2010,Kharif,bihar,5303.0,4080,629.2,880881.33,1272.72,0.799444444,22.47,30.064,69.01
Sunflower,2010,Rabi,bihar,17424.0,24986,629.2,2894300.64,4181.76,1.419565217,0.76,20.54,46.715999999999994
Urad,2010,Kharif,bihar,15167.0,13225,629.2,2519390.37,3640.08,0.8775,22.47,30.064,69.01
Wheat,2010,Rabi,bihar,2100181.0,5094030,629.2,348861065.9,504043.44,2.282631579,0.76,20.54,46.715999999999994
Arhar/Tur,2010,Kharif,chhattisgarh,54465.0,23901,1283.1,9047181.15,13071.6,0.432777778,34.87,28.118000000000002,76.62
Bajra,2010,Kharif,chhattisgarh,76.0,37,1283.1,12624.36,18.24,0.546666667,34.87,28.118000000000002,76.62
Barley,2010,Rabi,chhattisgarh,2253.0,1196,1283.1,374245.83,540.72,0.581428571,3.23,21.464,55.684000000000005
Castor seed,2010,Kharif,chhattisgarh,223.0,77,1283.1,37042.53,53.52,0.32,34.87,28.118000000000002,76.62
Cotton(lint),2010,Kharif,chhattisgarh,12.0,20,1283.1,1993.32,2.88,1.655,34.87,28.118000000000002,76.62
Gram,2010,Rabi,chhattisgarh,250496.0,239609,1283.1,41609890.56,60119.04,0.959411765,3.23,21.464,55.684000000000005
Groundnut,2010,Kharif,chhattisgarh,29584.0,37349,1283.1,4914198.24,7100.16,1.33875,34.87,28.118000000000002,76.62
Horse-gram,2010,Kharif,chhattisgarh,48782.0,13995,1283.1,8103178.02,11707.68,0.306470588,34.87,28.118000000000002,76.62
Horse-gram,2010,Rabi,chhattisgarh,2109.0,562,1283.1,350325.99,506.16,0.256363636,3.23,21.464,55.684000000000005
Jowar,2010,Kharif,chhattisgarh,5720.0,8193,1283.1,950149.2,1372.8,1.511764706,34.87,28.118000000000002,76.62
Jute,2010,Kharif,chhattisgarh,542.0,0,1283.1,90031.62,130.08,0.0,34.87,28.118000000000002,76.62
Khesari,2010,Rabi,chhattisgarh,359198.0,223624,1283.1,59666379.78,86207.52,0.625,3.23,21.464,55.684000000000005
Linseed,2010,Rabi,chhattisgarh,37599.0,9769,1283.1,6245569.89,9023.76,0.255,3.23,21.464,55.684000000000005
Maize,2010,Kharif,chhattisgarh,104861.0,190489,1283.1,17418460.71,25166.64,1.733888889,34.87,28.118000000000002,76.62
Masoor,2010,Rabi,chhattisgarh,16094.0,5025,1283.1,2673374.34,3862.56,0.308666667,3.23,21.464,55.684000000000005
Mesta,2010,Kharif,chhattisgarh,1218.0,2314,1283.1,202321.98,292.32,2.254,34.87,28.118000000000002,76.62
Moong(Green Gram),2010,Kharif,chhattisgarh,9155.0,2648,1283.1,1520737.05,2197.2,0.242777778,34.87,28.118000000000002,76.62
Moong(Green Gram),2010,Rabi,chhattisgarh,7116.0,1607,1283.1,1182038.76,1707.84,0.235333333,3.23,21.464,55.684000000000005
Niger seed,2010,Kharif,chhattisgarh,69408.0,12024,1283.1,11529362.88,16657.92,0.186,34.87,28.118000000000002,76.62
Other  Rabi pulses,2010,Rabi,chhattisgarh,2495.0,437,1283.1,414444.45,598.8,0.172352941,3.23,21.464,55.684000000000005
Other Kharif pulses,2010,Kharif,chhattisgarh,6685.0,1700,1283.1,1110445.35,1604.4,0.243529412,34.87,28.118000000000002,76.62
Peas & beans (Pulses),2010,Rabi,chhattisgarh,14177.0,4795,1283.1,2354941.47,3402.48,0.344375,3.23,21.464,55.684000000000005
Ragi,2010,Kharif,chhattisgarh,8063.0,2243,1283.1,1339344.93,1935.12,0.280909091,34.87,28.118000000000002,76.62
Rapeseed &Mustard,2010,Rabi,chhattisgarh,50248.0,20765,1283.1,8346695.28,12059.52,0.393333333,3.23,21.464,55.684000000000005
Rice,2010,Kharif,chhattisgarh,3937796.0,6637737,1283.1,654107293.6,945071.04,1.702222222,34.87,28.118000000000002,76.62
Safflower,2010,Rabi,chhattisgarh,802.0,239,1283.1,133220.22,192.48,0.287142857,3.23,21.464,55.684000000000005
Sesamum,2010,Kharif,chhattisgarh,20505.0,6878,1283.1,3406085.55,4921.2,0.352222222,34.87,28.118000000000002,76.62
Small millets,2010,Kharif,chhattisgarh,158948.0,33299,1283.1,26402852.28,38147.52,0.213888889,34.87,28.118000000000002,76.62
Soyabean,2010,Kharif,chhattisgarh,95758.0,112391,1283.1,15906361.38,22981.92,1.113076923,34.87,28.118000000000002,76.62
Sunflower,2010,Kharif,chhattisgarh,4056.0,1326,1283.1,673742.16,973.44,0.498461538,34.87,28.118000000000002,76.62
Urad,2010,Kharif,chhattisgarh,102808.0,29551,1283.1,17077436.88,24673.92,0.291111111,34.87,28.118000000000002,76.62
Urad,2010,Rabi,chhattisgarh,4298.0,1097,1283.1,713940.78,1031.52,0.233076923,3.23,21.464,55.684000000000005
Wheat,2010,Rabi,chhattisgarh,103701.0,121745,1283.1,17225773.11,24888.24,1.395882353,3.23,21.464,55.684000000000005
Arhar/Tur,2010,Kharif,gujarat,276700.0,272900,1107.5,45962637.0,66408.0,0.966538462,36.69,28.266,77.73800000000001
Bajra,2010,Kharif,gujarat,489500.0,559200,1107.5,81310845.0,117480.0,1.226666667,36.69,28.266,77.73800000000001
Bajra,2010,Summer,gujarat,382900.0,941700,1107.5,63603519.0,91896.0,2.497,0.0,33.495000000000005,42.065
Castor seed,2010,Kharif,gujarat,490600.0,986000,1107.5,81493566.0,117744.0,2.011363636,36.69,28.266,77.73800000000001
Cotton(lint),2010,Kharif,gujarat,2623200.0,9825300,1107.5,435739752.0,629568.0,3.313043478,36.69,28.266,77.73800000000001
Gram,2010,Rabi,gujarat,175500.0,199800,1107.5,29152305.0,42120.0,1.271153846,2.8,21.596,50.468
Groundnut,2010,Kharif,gujarat,1691200.0,3159100,1107.5,280925232.0,405888.0,1.680416667,36.69,28.266,77.73800000000001
Groundnut,2010,Summer,gujarat,230500.0,415900,1107.5,38288355.0,55320.0,1.723478261,0.0,33.495000000000005,42.065
Jowar,2010,Kharif,gujarat,76400.0,80700,1107.5,12690804.0,18336.0,1.065238095,36.69,28.266,77.73800000000001
Jowar,2010,Rabi,gujarat,49400.0,58300,1107.5,8205834.0,11856.0,1.126470588,2.8,21.596,50.468
Maize,2010,Kharif,gujarat,422500.0,692100,1107.5,70181475.0,101400.0,1.692631579,36.69,28.266,77.73800000000001
Maize,2010,Rabi,gujarat,110000.0,220000,1107.5,18272100.0,26400.0,1.882307692,2.8,21.596,50.468
Maize,2010,Summer,gujarat,33000.0,66000,1107.5,5481630.0,7920.0,2.00125,0.0,33.495000000000005,42.065
Moong(Green Gram),2010,Kharif,gujarat,177400.0,89200,1107.5,29467914.0,42576.0,0.4828,36.69,28.266,77.73800000000001
Moong(Green Gram),2010,Summer,gujarat,71000.0,39000,1107.5,11793810.0,17040.0,0.584615385,0.0,33.495000000000005,42.065
Moth,2010,Kharif,gujarat,22400.0,12600,1107.5,3720864.0,5376.0,0.651875,36.69,28.266,77.73800000000001
Other  Rabi pulses,2010,Rabi,gujarat,24000.0,18000,1107.5,3986640.0,5760.0,0.775,2.8,21.596,50.468
Other Cereals,2010,Kharif,gujarat,8000.0,5200,1107.5,1328880.0,1920.0,0.632,36.69,28.266,77.73800000000001
Other Cereals,2010,Rabi,gujarat,26000.0,32600,1107.5,4318860.0,6240.0,1.166363636,2.8,21.596,50.468
Other Kharif pulses,2010,Kharif,gujarat,34000.0,17000,1107.5,5647740.0,8160.0,0.496363636,36.69,28.266,77.73800000000001
Ragi,2010,Kharif,gujarat,20000.0,13900,1107.5,3322200.0,4800.0,0.7225,36.69,28.266,77.73800000000001
Rapeseed &Mustard,2010,Rabi,gujarat,222700.0,349200,1107.5,36992697.0,53448.0,1.562,2.8,21.596,50.468
Rice,2010,Kharif,gujarat,728300.0,1423800,1107.5,120977913.0,174792.0,1.8275,36.69,28.266,77.73800000000001
Rice,2010,Summer,gujarat,79800.0,242000,1107.5,13255578.0,19152.0,2.987777778,0.0,33.495000000000005,42.065
Sesamum,2010,Kharif,gujarat,213800.0,88500,1107.5,35514318.0,51312.0,0.430454545,36.69,28.266,77.73800000000001
Sesamum,2010,Summer,gujarat,75200.0,38100,1107.5,12491472.0,18048.0,0.616153846,0.0,33.495000000000005,42.065
Soyabean,2010,Kharif,gujarat,84000.0,68100,1107.5,13953240.0,20160.0,0.852307692,36.69,28.266,77.73800000000001
Tobacco,2010,Kharif,gujarat,59900.0,104500,1107.5,9949989.0,14376.0,1.805,36.69,28.266,77.73800000000001
Tobacco,2010,Rabi,gujarat,88000.0,176000,1107.5,14617680.0,21120.0,1.99,2.8,21.596,50.468
Urad,2010,Kharif,gujarat,102100.0,68700,1107.5,16959831.0,24504.0,0.672307692,36.69,28.266,77.73800000000001
Urad,2010,Summer,gujarat,7000.0,4600,1107.5,1162770.0,1680.0,0.7625,0.0,33.495000000000005,42.065
Wheat,2010,Rabi,gujarat,1588600.0,5013400,1107.5,263882346.0,381264.0,3.0388,2.8,21.596,50.468
other oilseeds,2010,Kharif,gujarat,102000.0,36900,1107.5,16943220.0,24480.0,0.333913043,36.69,28.266,77.73800000000001
Arhar/Tur,2010,Kharif,haryana,21927.0,23700,639.2,3642293.97,5262.48,0.822105263,20.9,30.264,61.936
Bajra,2010,Kharif,haryana,659592.0,1183000,639.2,109564827.1,158302.08,1.715238095,20.9,30.264,61.936
Barley,2010,Rabi,haryana,37269.0,130000,639.2,6190753.59,8944.56,2.005238095,2.48,17.094,46.696
Castor seed,2010,Kharif,haryana,1654.0,700,639.2,274745.94,396.96,0.138333333,20.9,30.264,61.936
Cotton(lint),2010,Kharif,haryana,493228.0,1747000,639.2,81930103.08,118374.72,2.095,20.9,30.264,61.936
Ginger,2010,Kharif,haryana,61.0,100,639.2,10132.71,14.64,1.64,20.9,30.264,61.936
Gram,2010,Rabi,haryana,111521.0,110000,639.2,18524753.31,26765.04,0.515714286,2.48,17.094,46.696
Groundnut,2010,Kharif,haryana,2318.0,2400,639.2,385042.98,556.32,0.698181818,20.9,30.264,61.936
Horse-gram,2010,Kharif,haryana,416.0,100,639.2,69101.76,99.84,0.0725,20.9,30.264,61.936
Jowar,2010,Kharif,haryana,70846.0,38000,639.2,11768229.06,17003.04,0.499285714,20.9,30.264,61.936
Maize,2010,Kharif,haryana,9662.0,19000,639.2,1604954.82,2318.88,0.8175,20.9,30.264,61.936
Masoor,2010,Rabi,haryana,3663.0,3300,639.2,608460.93,879.12,0.526,2.48,17.094,46.696
Moong(Green Gram),2010,Kharif,haryana,25983.0,11900,639.2,4316036.13,6235.92,0.205555556,20.9,30.264,61.936
Moth,2010,Kharif,haryana,5693.0,1400,639.2,945664.23,1366.32,0.238571429,20.9,30.264,61.936
Other  Rabi pulses,2010,Rabi,haryana,102.0,0,639.2,16943.22,24.48,0.0,2.48,17.094,46.696
Other Kharif pulses,2010,Kharif,haryana,1944.0,0,639.2,322917.84,466.56,0.0,20.9,30.264,61.936
Peas & beans (Pulses),2010,Rabi,haryana,3007.0,2200,639.2,499492.77,721.68,0.58,2.48,17.094,46.696
Rapeseed &Mustard,2010,Rabi,haryana,509709.0,953000,639.2,84667761.99,122330.16,2.010952381,2.48,17.094,46.696
Rice,2010,Kharif,haryana,1243281.0,3465000,639.2,206521406.9,298387.44,2.561428571,20.9,30.264,61.936
Sesamum,2010,Kharif,haryana,3268.0,1400,639.2,542847.48,784.32,0.511052632,20.9,30.264,61.936
Soyabean,2010,Kharif,haryana,2.0,0,639.2,332.22,0.48,0.0,20.9,30.264,61.936
Sunflower,2010,Kharif,haryana,4002.0,7400,639.2,664772.22,960.48,1.026,20.9,30.264,61.936
Urad,2010,Kharif,haryana,1387.0,700,639.2,230394.57,332.88,0.351,20.9,30.264,61.936
Wheat,2010,Rabi,haryana,2503963.0,11578000,639.2,415933293.9,600951.12,4.483333333,2.48,17.094,46.696
Arhar/Tur,2010,Kharif,madhya pradesh,638175.0,201663,856.3,106007249.2,153162.0,0.3098,34.19,27.78,75.088
Bajra,2010,Kharif,madhya pradesh,200498.0,384154,856.3,33304722.78,48119.52,1.220322581,34.19,27.78,75.088
Barley,2010,Rabi,madhya pradesh,76570.0,98699,856.3,12719042.7,18376.8,1.7805,2.88,21.08,47.446000000000005
Castor seed,2010,Kharif,madhya pradesh,5886.0,2730,856.3,977723.46,1412.64,0.318666667,34.19,27.78,75.088
Cotton(lint),2010,Kharif,madhya pradesh,586270.0,1006894,856.3,97385309.7,140704.8,1.465555556,34.19,27.78,75.088
Cowpea(Lobia),2010,Kharif,madhya pradesh,2872.0,662,856.3,477067.92,689.28,0.2088,34.19,27.78,75.088
Cowpea(Lobia),2010,Rabi,madhya pradesh,616.0,146,856.3,102323.76,147.84,0.232857143,2.88,21.08,47.446000000000005
Gram,2010,Rabi,madhya pradesh,2882264.0,2262577,856.3,478772873.0,691743.36,0.781,2.88,21.08,47.446000000000005
Groundnut,2010,Kharif,madhya pradesh,201177.0,300558,856.3,33417511.47,48282.48,1.348958333,34.19,27.78,75.088
Horse-gram,2010,Kharif,madhya pradesh,19827.0,6506,856.3,3293462.97,4758.48,0.290769231,34.19,27.78,75.088
Horse-gram,2010,Rabi,madhya pradesh,100.0,25,856.3,16611.0,24.0,0.25,2.88,21.08,47.446000000000005
Jowar,2010,Kharif,madhya pradesh,413677.0,585767,856.3,68715886.47,99282.48,1.5472,34.19,27.78,75.088
Jowar,2010,Rabi,madhya pradesh,3680.0,5211,856.3,611284.8,883.2,1.756428571,2.88,21.08,47.446000000000005
Khesari,2010,Rabi,madhya pradesh,52782.0,30033,856.3,8767618.02,12667.68,0.511333333,2.88,21.08,47.446000000000005
Linseed,2010,Rabi,madhya pradesh,94394.0,33321,856.3,15679787.34,22654.56,0.543695652,2.88,21.08,47.446000000000005
Maize,2010,Kharif,madhya pradesh,837865.0,1332205,856.3,139177755.1,201087.6,1.3712,34.19,27.78,75.088
Masoor,2010,Rabi,madhya pradesh,697685.0,201457,856.3,115892455.4,167444.4,0.312083333,2.88,21.08,47.446000000000005
Moong(Green Gram),2010,Kharif,madhya pradesh,83782.0,29404,856.3,13917028.02,20107.68,0.3646,34.19,27.78,75.088
Moong(Green Gram),2010,Rabi,madhya pradesh,2941.0,662,856.3,488529.51,705.84,0.179117647,2.88,21.08,47.446000000000005
Niger seed,2010,Kharif,madhya pradesh,91857.0,20063,856.3,15258366.27,22045.68,0.252,34.19,27.78,75.088
Other Kharif pulses,2010,Kharif,madhya pradesh,1983.0,466,856.3,329396.13,475.92,0.24,34.19,27.78,75.088
Peas & beans (Pulses),2010,Rabi,madhya pradesh,247181.0,66496,856.3,41059235.91,59323.44,0.312708333,2.88,21.08,47.446000000000005
Ragi,2010,Kharif,madhya pradesh,283.0,87,856.3,47009.13,67.92,0.0775,34.19,27.78,75.088
Rapeseed &Mustard,2010,Rabi,madhya pradesh,725721.0,818613,856.3,120549515.3,174173.04,0.772916667,2.88,21.08,47.446000000000005
Rice,2010,Kharif,madhya pradesh,1573535.0,1766596,856.3,261379898.8,377648.4,1.211666667,34.19,27.78,75.088
Safflower,2010,Rabi,madhya pradesh,376.0,84,856.3,62457.36,90.24,0.356666667,2.88,21.08,47.446000000000005
Small millets,2010,Kharif,madhya pradesh,262854.0,88106,856.3,43662677.94,63084.96,0.356666667,34.19,27.78,75.088
Soyabean,2010,Kharif,madhya pradesh,5538358.0,6271666,856.3,919976647.4,1329205.92,0.9984,34.19,27.78,75.088
Sunflower,2010,Kharif,madhya pradesh,112.0,49,856.3,18604.32,26.88,0.37,34.19,27.78,75.088
Urad,2010,Kharif,madhya pradesh,555055.0,213739,856.3,92200186.05,133213.2,0.375306122,34.19,27.78,75.088
Urad,2010,Rabi,madhya pradesh,5393.0,2090,856.3,895831.23,1294.32,0.227647059,2.88,21.08,47.446000000000005
Wheat,2010,Rabi,madhya pradesh,4633125.0,9219781,856.3,769608393.7,1111950.0,1.8744,2.88,21.08,47.446000000000005
